id,城市,市区,标题,户型,面积,面积数值,方位,楼层,时间,所属小区,所属区域,房源链接,总价,总价数值,均价,均价数值,房龄
6511,fuzhou,晋安,世茂璀璨天城二期 3室2厅2卫,3 室 2 厅 2 卫,93㎡,93.00,南北,高层(共33层),2020年建造,世茂璀璨天城(二期),晋安 新东区 秀坂路169号,https://fz.anjuke.com/prop/view/S4370067468016647?auction=221&hpType=27&entry=102&position=49&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_49&from=from_esf_List_screen&index=49,228万,228.00,24517元/㎡,24517.00,5-10年
6512,fuzhou,晋安,中庚香山新时代 近医院 南北通透 临地铁 满二 正规商品房,3 室 2 厅 2 卫,109.27㎡,109.27,南北,高层(共24层),2021年建造,中庚香山新时代,晋安 新店 龙头路,https://fz.anjuke.com/prop/view/S3992823231196171?auction=221&hpType=27&entry=102&position=50&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_50&from=from_esf_List_screen&index=50,220万,220.00,20134元/㎡,20134.00,5-10年
6513,fuzhou,晋安,城投鹤鸾郡 满二 带电梯 刚需小三居 双卫 车位充足,3 室 2 厅 2 卫,98.74㎡,98.74,南北,中层(共19层),2021年建造,城投鹤鸾郡,晋安 前横路 拥上路68号,https://fz.anjuke.com/prop/view/S4582414278386695?auction=221&hpType=27&entry=102&position=51&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_51&from=from_esf_List_screen&index=51,223万,223.00,22585元/㎡,22585.00,5-10年
6514,fuzhou,晋安,岳峰塔头 蓝光玖榕台三房228万,3 室 2 厅 2 卫,107.8㎡,107.80,南北,低层(共12层),2021年建造,蓝光玖榕台,晋安 东二环 三八路,https://fz.anjuke.com/prop/view/S4221791109127182?auction=221&hpType=27&entry=102&position=52&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_52&from=from_esf_List_screen&index=52,228万,228.00,21151元/㎡,21151.00,5-10年
6515,fuzhou,晋安,紫阳新苑 商品住宅 近医院 临地铁 中间好楼层 双卫格局,3 室 2 厅 2 卫,106.3㎡,106.30,西南,中层(共31层),2016年建造,紫阳新苑,晋安 王庄 晋安南路30号,https://fz.anjuke.com/prop/view/S3770114240077835?auction=221&hpType=27&entry=102&position=53&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_53&from=from_esf_List_screen&index=53,208万,208.00,19568元/㎡,19568.00,5-10年
6516,fuzhou,仓山,稳定在卖 看房预约方便,3 室 2 厅 2 卫,96.98㎡,96.98,南北,高层(共21层),2016年建造,国谊翰江府,仓山 南江滨西大道 观海路66-6号,https://fz.anjuke.com/prop/view/S4602431693696012?auction=221&hpType=27&entry=102&position=54&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_54&from=from_esf_List_screen&index=54,228万,228.00,23511元/㎡,23511.00,5-10年
6517,fuzhou,晋安,五四北 融信澜天 电梯高层 精装复式 四房双卫拎包入住 诚售,4 室 2 厅 2 卫,88.09㎡,88.09,南北,高层(共23层),2021年建造,融信澜天,晋安 五四北 站板路729号,https://fz.anjuke.com/prop/view/S3995592004283407?auction=221&hpType=27&entry=102&position=55&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_55&from=from_esf_List_screen&index=55,189万,189.00,21456元/㎡,21456.00,5-10年
6518,fuzhou,晋安,东泰禾 保利香槟国际四房,4 室 2 厅 2 卫,125㎡,125.00,东,高层(共38层),2016年建造,保利香槟国际,晋安 东二环 桂溪路11号,https://fz.anjuke.com/prop/view/S3843852054929414?auction=221&hpType=27&entry=102&position=56&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_56&from=from_esf_List_screen&index=56,278万,278.00,22240元/㎡,22240.00,5-10年
6519,fuzhou,仓山,东升新城一区 出行方便 刚需小三居 东南户型 购物方便,3 室 2 厅 2 卫,106.37㎡,106.37,东南,高层(共15层),2018年建造,东升新城一区,仓山 三叉街 上三路254-1号,https://fz.anjuke.com/prop/view/S4588074465403906?auction=221&hpType=27&entry=102&position=57&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_57&from=from_esf_List_screen&index=57,199万,199.00,18709元/㎡,18709.00,5-10年
6520,fuzhou,晋安,商品房 购物方便 刚需两居 精装可拎包入住 南向采光好 满二,2 室 2 厅 1 卫,84㎡,84.00,南,高层(共39层),2016年建造,万科金域榕郡,晋安 新店 福飞北路139号,https://fz.anjuke.com/prop/view/S2979189473745935?auction=221&hpType=27&entry=102&position=58&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_58&from=from_esf_List_screen&index=58,169万,169.00,20120元/㎡,20120.00,5-10年
6521,fuzhou,台江,中庚书香大第南区 楼龄新 交通便利 停车方便 双卫格局,3 室 2 厅 2 卫,124㎡,124.00,北,高层(共17层),2016年建造,中庚书香大第南区,台江 白马南路 白马中路126号,https://fz.anjuke.com/prop/view/S4363518777368591?auction=221&hpType=27&entry=102&position=59&kwtype=filter&now_time=1782180698&spread=filtersearch_c&epauction=&stats_key=ecc80b3e-ad88-40ed-be31-35078da470c3_59&from=from_esf_List_screen&index=59,279万,279.00,22500元/㎡,22500.00,5-10年
6522,fuzhou,晋安,晋安区 公园左岸 泰禾广场旁纯商品房 精装三房 急售,3 室 2 厅 2 卫,86.81㎡,86.81,东南,高层(共14层),2021年建造,公园左岸,晋安 东二环 桂溪路299号,https://fz.anjuke.com/prop/view/S4408248869348358?auction=221&hpType=27&entry=102&position=0&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_0&from=from_esf_List_screen&index=0,235万,235.00,27071元/㎡,27071.00,5-10年
6523,fuzhou,仓山,金山大道 小三居 交通便捷 正南朝向 正规商品房,3 室 2 厅 1 卫,87.14㎡,87.14,南,中层(共33层),2020年建造,融侨悦江南,仓山 金山大道 洪塘路35号,https://fz.anjuke.com/prop/view/S4011998574731276?auction=221&hpType=27&entry=102&position=1&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_1&from=from_esf_List_screen&index=1,165万,165.00,18936元/㎡,18936.00,5-10年
6524,fuzhou,晋安,万科金域榕郡 近医院 购物方便 精装好房 带电梯 双卫生间,3 室 2 厅 2 卫,98㎡,98.00,南北,低层(共33层),2016年建造,万科金域榕郡,晋安 新店 福飞北路139号,https://fz.anjuke.com/prop/view/S3932715504558085?auction=221&hpType=27&entry=102&position=2&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_2&from=from_esf_List_screen&index=2,210万,210.00,21429元/㎡,21429.00,5-10年
6525,fuzhou,晋安,正荣悦榕府 近地铁 商业配套齐全 近医院 交通便利 次新房,3 室 1 厅 1 卫,88.2㎡,88.20,南北,低层(共20层),2020年建造,正荣悦榕府,晋安 火车站 北环东路25号,https://fz.anjuke.com/prop/view/S4534635187186703?auction=221&hpType=27&entry=102&position=3&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_3&from=from_esf_List_screen&index=3,148万,148.00,16781元/㎡,16781.00,5-10年
6526,fuzhou,仓山,万达次新房 福晟钱隆府 价格可谈 高层视野好 精装,3 室 2 厅 2 卫,87.57㎡,87.57,南北,高层(共30层),2021年建造,福晟钱隆府,仓山 洪湾路 高宅路189号,https://fz.anjuke.com/prop/view/S3783036215012352?auction=221&hpType=27&entry=102&position=4&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_4&from=from_esf_List_screen&index=4,175万,175.00,19985元/㎡,19985.00,5-10年
6527,fuzhou,晋安,东泰禾 融侨悦城三房355万,3 室 2 厅 2 卫,107.46㎡,107.46,西南,低层(共29层),2019年建造,融侨悦城,晋安 东二环 竹屿路289号,https://fz.anjuke.com/prop/view/S3988220716129293?auction=221&hpType=27&entry=102&position=5&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_5&from=from_esf_List_screen&index=5,355万,355.00,33036元/㎡,33036.00,5-10年
6528,fuzhou,晋安,新出，急售，精装全送，鲁能，电梯端头3房地铁口 ，五四北泰禾,3 室 2 厅 2 卫,111.57㎡,111.57,南北,低层(共23层),2021年建造,鲁能公馆一期,晋安 五四北 南平东路668号,https://fz.anjuke.com/prop/view/S2512361455918090?auction=221&hpType=27&entry=102&position=6&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_6&from=from_esf_List_screen&index=6,218万,218.00,19540元/㎡,19540.00,5-10年
6529,fuzhou,晋安,东泰禾 阳光城檀悦三房,3 室 2 厅 2 卫,106.13㎡,106.13,南,高层(共29层),2019年建造,阳光城檀悦,晋安 东二环 化工路998号,https://fz.anjuke.com/prop/view/S2586538997029892?auction=221&hpType=27&entry=102&position=7&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_7&from=from_esf_List_screen&index=7,248万,248.00,23368元/㎡,23368.00,5-10年
6530,fuzhou,晋安,鼓楼~鲁能公馆 3房2卫 精装修  稻田小镇配套齐全，随时看,3 室 2 厅 2 卫,115.16㎡,115.16,南,低层(共27层),2020年建造,鲁能公馆二期,晋安 新店 盘石路6号,https://fz.anjuke.com/prop/view/S3063525442691078?auction=221&hpType=27&entry=102&position=8&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_8&from=from_esf_List_screen&index=8,208万,208.00,18062元/㎡,18062.00,5-10年
6531,fuzhou,鼓楼,杨桥新苑 二环内4号地铁口  西湖东街近  可停车视野好,3 室 2 厅 1 卫,93.11㎡,93.11,南北,中层(共30层),2016年建造,杨桥新苑,鼓楼 杨桥路 杨南街86号,https://fz.anjuke.com/prop/view/S4170730812693510?auction=221&hpType=27&entry=102&position=9&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_9&from=from_esf_List_screen&index=9,209万,209.00,22447元/㎡,22447.00,5-10年
6532,fuzhou,晋安,双卫 南北通透 小三房 医疗配套成熟 交通便捷 近地铁,3 室 2 厅 2 卫,73.69㎡,73.69,南北,低层(共21层),2021年建造,中庚香山新时代,晋安 新店 龙头路,https://fz.anjuke.com/prop/view/S3083676141315082?auction=221&hpType=27&entry=102&position=10&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_10&from=from_esf_List_screen&index=10,160万,160.00,21713元/㎡,21713.00,5-10年
6533,fuzhou,晋安,塔头刚需 4号地铁金鸡山 22年次新社区大3房，看房方便,3 室 2 厅 2 卫,107㎡,107.00,南北,低层(共14层),2021年建造,蓝光玖榕台,晋安 东二环 三八路,https://fz.anjuke.com/prop/view/S4596152317504527?auction=221&hpType=27&entry=102&position=11&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_11&from=from_esf_List_screen&index=11,210万,210.00,19627元/㎡,19627.00,5-10年
6534,fuzhou,晋安,东泰禾 阳光城檀悦三房240万,3 室 2 厅 2 卫,106㎡,106.00,西南,中层(共29层),2019年建造,阳光城檀悦,晋安 东二环 化工路998号,https://fz.anjuke.com/prop/view/S3598579634543618?auction=221&hpType=27&entry=102&position=12&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_12&from=from_esf_List_screen&index=12,240万,240.00,22642元/㎡,22642.00,5-10年
6535,fuzhou,仓山,紫金九号 三房两卫  南北通透  满二送车位,3 室 2 厅 2 卫,97.45㎡,97.45,南北,中层(共25层),2020年建造,大名城紫金九号,"仓山 浦上大道 建新中路,近凤冈路",https://fz.anjuke.com/prop/view/S4476235982529545?auction=221&hpType=27&entry=102&position=13&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_13&from=from_esf_List_screen&index=13,218万,218.00,22371元/㎡,22371.00,5-10年
6536,fuzhou,晋安,建发领第天境湾 东南户型 商品房 满二   临地铁 小区新,3 室 2 厅 2 卫,117.64㎡,117.64,东南,中层(共37层),2016年建造,建发领第天境湾,晋安 五四北 浮村路5号,https://fz.anjuke.com/prop/view/S3656937756598282?auction=221&hpType=27&entry=102&position=14&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_14&from=from_esf_List_screen&index=14,278万,278.00,23632元/㎡,23632.00,5-10年
6537,fuzhou,晋安,五里亭地铁口新区  建发悦府精装端头三房,3 室 2 厅 1 卫,89.72㎡,89.72,南,低层(共27层),2021年建造,建发悦府,晋安 新东区 秀坂路318号,https://fz.anjuke.com/prop/view/S4119781090598916?auction=221&hpType=27&entry=102&position=15&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_15&from=from_esf_List_screen&index=15,188万,188.00,20955元/㎡,20955.00,5-10年
6538,fuzhou,晋安,东泰禾 保利香槟国际一房110万,1 室 1 厅 1 卫,45㎡,45.00,南,中层(共32层),2016年建造,保利香槟国际,晋安 东二环 桂溪路11号,https://fz.anjuke.com/prop/view/S2977510816361481?auction=221&hpType=27&entry=102&position=16&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_16&from=from_esf_List_screen&index=16,110万,110.00,24445元/㎡,24445.00,5-10年
6539,fuzhou,晋安,东泰禾 保利香槟国际一房106万,1 室 1 厅 1 卫,46㎡,46.00,南,中层(共32层),2016年建造,保利香槟国际,晋安 东二环 桂溪路11号,https://fz.anjuke.com/prop/view/S4118158987570186?auction=221&hpType=27&entry=102&position=17&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_17&from=from_esf_List_screen&index=17,106万,106.00,23044元/㎡,23044.00,5-10年
6540,fuzhou,晋安,东泰禾 保利香槟国际三房235万,3 室 2 厅 1 卫,89.36㎡,89.36,南,低层(共38层),2016年建造,保利香槟国际,晋安 东二环 桂溪路11号,https://fz.anjuke.com/prop/view/S3289062671229956?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_18&from=from_esf_List_screen&index=18,235万,235.00,26299元/㎡,26299.00,5-10年
6541,fuzhou,仓山,急出。地铁站，商品房，上城美域，精装修，端头3房，全明户型好,3 室 2 厅 2 卫,118.38㎡,118.38,南北,高层(共15层),2016年建造,中茵上城美域,仓山 则徐大道 高旺路2号,https://fz.anjuke.com/prop/view/S4125522951494660?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_19&from=from_esf_List_screen&index=19,186万,186.00,15713元/㎡,15713.00,5-10年
6542,fuzhou,仓山,万科阳光城翡翠之光 有电梯 精装修 南北通透 商品住宅,3 室 2 厅 2 卫,86㎡,86.00,南北,低层(共14层),2019年建造,万科阳光城翡翠之光,仓山 奥体中心 东岭路2号,https://fz.anjuke.com/prop/view/S4577105105148942?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_20&from=from_esf_List_screen&index=20,199万,199.00,23140元/㎡,23140.00,5-10年
6543,fuzhou,晋安,北站必看好房！ 装修好 医疗配套成熟 商业配套成熟 次新小区,3 室 2 厅 1 卫,81.77㎡,81.77,南北,中层(共16层),2020年建造,龙湖盛天天钜,晋安 火车站 六一北路,https://fz.anjuke.com/prop/view/S4517503393917958?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_21&from=from_esf_List_screen&index=21,166万,166.00,20301元/㎡,20301.00,5-10年
6544,fuzhou,仓山,融侨悦江南 正南朝向 次新房 近医院 高楼层视野好 小三居,3 室 2 厅 2 卫,95.57㎡,95.57,南,高层(共18层),2021年建造,融侨悦江南,仓山 金山大道 洪塘路35号,https://fz.anjuke.com/prop/view/S3978232187281408?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_22&from=from_esf_List_screen&index=22,160万,160.00,16742元/㎡,16742.00,5-10年
6545,fuzhou,仓山,融侨悦江南 医疗配套成熟 商圈成熟 次新房 有电梯,3 室 2 厅 2 卫,95.57㎡,95.57,南,高层(共18层),2021年建造,融侨悦江南,仓山 金山大道 洪塘路35号,https://fz.anjuke.com/prop/view/S3978211703562240?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_23&from=from_esf_List_screen&index=23,179万,179.00,18730元/㎡,18730.00,5-10年
6546,fuzhou,仓山,近医院 楼层好 临地铁 带电梯 商业配套成熟 商品房,4 室 2 厅 2 卫,112.39㎡,112.39,东南,中层(共27层),2020年建造,龙湖兰园天序,"仓山 浦上大道 凤岗路,近上雁路",https://fz.anjuke.com/prop/view/S4570157875375111?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_24&from=from_esf_List_screen&index=24,259万,259.00,23045元/㎡,23045.00,5-10年
6547,fuzhou,仓山,融侨悦江南 小三居 高楼层采光充足 正规商品房 次新小区,3 室 2 厅 2 卫,95.06㎡,95.06,南,高层(共32层),2021年建造,融侨悦江南,仓山 金山大道 洪塘路35号,https://fz.anjuke.com/prop/view/S3811035415584775?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_25&from=from_esf_List_screen&index=25,180万,180.00,18936元/㎡,18936.00,5-10年
6548,fuzhou,台江,地铁口 精装 宝龙 榕发望熙雅筑 刚需小三居 双卫 交通便捷,3 室 2 厅 2 卫,100㎡,100.00,南,低层(共32层),2020年建造,榕发望熙雅筑A区,台江 万宝 交通西路,https://fz.anjuke.com/prop/view/S4477889685793796?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1782180703&spread=filtersearch_c&epauction=&stats_key=22c14c34-1f82-40cc-a81e-1bed0289a4ae_26&from=from_esf_List_screen&index=26,199万,199.00,19900元/㎡,19900.00,5-10年
